update/0/when,update/0/what,update/1/when,update/1/what,_id,update/2/when,update/2/what,update/3/when,update/3/what,update/4/when,update/4/what
1209370012,normal,,,229051,,,,,,
1209370440,normal,,,229056,,,,,,
1209380288,normal,,,229118,,,,,,
1209453244,normal,,,229292,,,,,,
1209453434,normal,,,229296,,,,,,
1209455917,normal,,,229311,,,,,,
1209472840,normal,,,229434,,,,,,
1209474082,normal,,,229442,,,,,,
1209474503,normal,,,229450,,,,,,
1209476681,normal,,,229460,,,,,,
1209476893,normal,,,229462,,,,,,
1209542789,normal,,,229626,,,,,,
1209545217,normal,,,229637,,,,,,
1209545514,normal,,,229638,,,,,,
1209553440,normal,,,229673,,,,,,
1209557758,normal,,,229688,,,,,,
1209560336,normal,,,229697,,,,,,
1209588171,critical,,,229750,,,,,,
1209629421,normal,,,229783,,,,,,
1209638867,normal,,,229814,,,,,,
1209639132,minor,,,229815,,,,,,
1209644247,normal,,,229834,,,,,,
1209717823,normal,,,229965,,,,,,
1209718803,normal,,,229971,,,,,,
1209731243,normal,,,230010,,,,,,
1209734654,normal,,,230020,,,,,,
1209735417,normal,,,230021,,,,,,
1209823511,normal,,,230081,,,,,,
1209963391,normal,,,230176,,,,,,
1209965480,trivial,,,230181,,,,,,
1209968039,normal,,,230190,,,,,,
1209970891,minor,,,230198,,,,,,
1209972272,normal,,,230205,,,,,,
1209973645,normal,,,230209,,,,,,
1209984198,normal,,,230252,,,,,,
1209990450,normal,,,230271,,,,,,
1209993526,normal,,,230281,,,,,,
1210048033,normal,,,230362,,,,,,
1210064731,normal,,,230409,,,,,,
1210065493,normal,,,230411,,,,,,
1210066345,normal,,,230416,,,,,,
1210160343,normal,,,230945,,,,,,
1210160496,major,,,230947,,,,,,
1210165732,normal,,,230965,,,,,,
1210168741,minor,,,230976,,,,,,
1210171658,normal,,,230986,,,,,,
1210173259,normal,,,230993,,,,,,
1210190329,normal,,,231027,,,,,,
1210249011,normal,,,231170,,,,,,
1210252216,normal,,,231184,,,,,,
1210319186,normal,,,231298,,,,,,
1210345211,normal,,,231382,,,,,,
1210347349,normal,,,231390,,,,,,
1210362068,normal,,,231409,,,,,,
1210364837,normal,,,231412,,,,,,
1210600183,normal,,,231652,,,,,,
1210603936,normal,,,231663,,,,,,
1210612686,normal,,,231688,,,,,,
1210619790,blocker,,,231699,,,,,,
1210624737,normal,,,231707,,,,,,
1210671625,normal,,,231838,,,,,,
1210673421,normal,,,231850,,,,,,
1210676298,normal,,,231860,,,,,,
1210676918,normal,,,231866,,,,,,
1210680697,normal,,,231889,,,,,,
1210694120,normal,,,231953,,,,,,
1210694347,normal,,,231955,,,,,,
1210694570,minor,,,231957,,,,,,
1210750472,normal,,,232068,,,,,,
1210757438,normal,,,232097,,,,,,
1210766971,normal,,,232139,,,,,,
1210774811,normal,,,232176,,,,,,
1210782470,normal,,,232200,,,,,,
1210793020,normal,,,232217,,,,,,
1210813329,normal,,,232235,,,,,,
1210820068,minor,,,232249,,,,,,
1210861649,normal,,,232401,,,,,,
1210862648,normal,,,232404,,,,,,
1210863492,normal,,,232408,,,,,,
1210927988,normal,,,232514,,,,,,
1210931290,normal,,,232524,,,,,,
1210933990,normal,,,232536,,,,,,
1210934589,normal,,,232538,,,,,,
